City,Restaurant,Lat,Lon
Orimattila,Set Cafe,60.8021657,25.7344242
Orivesi,5654670743,61.6793331,24.3579759
Orivesi,5654670744,61.6800459,24.3581086
Orivesi,5654670752,61.6883865,24.3562329
Oulainen,Kotipizza,64.2611631,24.830462
Oulu,Pizza Buffa,64.9937753,25.4630674
Oulu,Milan,65.0014643,25.4644618
Oulu,Lähin Pizza,65.0013457,25.4682658
Oulu,Pannu,65.0118475,25.469266
Oulu,Troija kebab,65.0132506,25.4687536
Oulu,Ninwe,65.009926,25.4692058
Oulu,Pizzeria Fratelli,65.0127503,25.4706453
Oulu,M6 Dining,65.0133459,25.468401
Oulu,ParkBuffet,65.0121064,25.4709802
Oulu,Pizzarium,65.0115919,25.471906
Oulu,Kotipizza,65.0126597,25.4683909
Oulu,Eeva Pizzeria,65.0139332,25.4762606
Oulu,Romeo & Vienna,65.0113557,25.4790957
Oulu,Kotipizza,65.0117292,25.4791771
Oulu,Corleone,65.0277863,25.4606833
Oulu,Kotipizza,65.0276988,25.4611886
Oulu,Pizzeria Santa Maria,65.025095,25.4691194
Oulu,Napoli,65.0254803,25.4694154
Oulu,Kotipizza,64.9619529,25.5226689
Oulu,Axun Pizza & Kebab,64.9565276,25.5301211
Oulu,Adrian Grilli ja Pizza,64.9728304,25.5813446
Oulu,Pizza & Kebab Niinep,64.9840945,25.5223381
Oulu,Finlandia,65.0114286,25.4810516
Oulu,La Festa,65.0100079,25.4805157
Oulu,Oulun Verona,65.0170337,25.4866881
Oulu,Hadia,65.0254715,25.480716
Oulu,Pizzeria Casa Mia,64.9995293,25.5532115
Oulu,Lähin Pizza Myllyoja,65.0193485,25.5524512
Oulu,Kotipizza Hiukkavaara,65.0098282,25.5915582
Oulu,Pizzeria Camillo,65.1153802,25.3301929
Oulu,Pizzeria ala Turka,65.127962,25.3588277
Oulu,Ravintola Damlatas,65.1771643,25.3526853
Oulu,Kotipizza Haukipudas,65.1755597,25.3509572
Oulu,Pudas Pizza&Kebab Oy,65.1767798,25.3515469
Oulu,Pizza Lain,65.0659254,25.4186555
Oulu,Patelan pizzakebab & baari,65.0793914,25.4040247
Oulu,Kotipizza,65.0349027,25.4403559
Oulu,La Cucina,65.0361404,25.4412648
Oulu,Omega Pizza & Kebab,65.0447272,25.4462049
Oulu,Kotipizza,65.0385758,25.4667444
Oulu,Tarantella,65.0674666,25.4308431
Oulu,Kotipizza,65.0775056,25.4476098
Oulu,Pizza & Buffa Linnanmaa,65.0545417,25.4558997
Oulu,Pizzeria Baabel,65.0604693,25.4795387
Oulu,Kaijon kipsa,65.0596472,25.4918188
Oulu,Amigo,65.0669711,25.5140077
Oulu,E Zone,65.0501844,25.5793357
Oulu,Vesalan grillikioski,65.0345587,26.0353207
Outokumpu,La Milano,62.7267978,29.0135069
Outokumpu,Pizza Posti,62.7280621,29.0122124
Pargas,Merideli Leonella,60.3961474,21.3892924
Pargas,Pizzeria Venezia,60.3002062,22.3014961
Pargas,Paraisten Kebab Pizzeria,60.2999513,22.3022151
Pargas,507265279,,
Parikkala,Yusuf Kebab Pizzeria,61.5539765,29.499831
Parkano,Eges,62.0100325,23.022487
Parkano,Miramari,62.0112499,23.0258977
Pedersöre,Kotipizza,63.6326068,22.8566889
Pedersöre,Kotipizza,63.6751792,22.7012427
Pedersöre,Midas Pizzeria - Kebab,63.6750362,22.7072958
Pedersöre,Mastin Pizzeria,63.6757593,22.7038161
Pedersöre,Pub Niska,63.6747825,22.7039322
Pedersöre,Sesam,63.6746937,22.7044701
Pedersöre,Mr. Bank,63.6752712,22.7030497
Pedersöre,"Kotipizza, Neste Permossvängen",63.6791015,22.7314333
Pedersöre,Restaurang Venecia,63.6249288,22.9806881
Pello,4167698008,66.7795674,23.9746748
Pertunmaa,Chili,,
Pieksämäki,Johnson Pizzeria Restaurant,62.2995149,27.156536
Pieksämäki,Oliivi Pizzeria,62.2998216,27.1558354
Pieksämäki,Kotipizza,62.3039533,27.1738527
Pirkkala,Pizza Service,61.4662122,23.6493331
Pirkkala,Kotipizza Pirkkala Partola,61.4689668,23.716028
Pirkkala,Partolan Pizzeria,61.4701309,23.7224056
Polvijärvi,Marin Pizzeria Pizza posti,62.8548093,29.3648463
Pori,Kotipizza,61.5667088,21.5581319
Pori,Kebab Pizzeria Selin,61.5611824,21.6149197
Pori,Makumesta,61.5612625,21.6138751
Pori,Selvi,61.4843402,21.7952024
Pori,Dante Pizza & Bar,61.4876334,21.7964698
Pori,Mevlana Kebab&Pizza House,61.4876249,21.7960707
Pori,Gala Kebab Pizeria,61.4872699,21.7965536
Pori,Ristorante Momento,61.4946372,21.8001825
Pori,Kotipizza,61.4950181,21.799944
Pori,Junus Kebab,61.4292073,21.875893
Pori,Ulvilan Metro Kebab,61.4311319,21.8739924
Pornainen,Pizza-Burgerhouse,60.4755703,25.3757504
Porvoo,Golden Rax Pizza Buffet,60.392501,25.6104971
Porvoo,Kotipizza,60.3874772,25.6517207
Porvoo,Turkinpippuri,60.3953181,25.6630758
Porvoo,Drenica Kebab Pizzeria,60.3936322,25.6654424
Porvoo,Trattoria Il Duetto,,
Posio,Kotipizza Posio,66.1164213,28.1484124
Pudasjärvi,Kotipizza,65.3716559,26.9922641
Pyhtää,ABC Majakka,,
Pyhäjärvi,Lähin Pizza,63.6817888,25.9748144
Pälkäne,Pizzeria Saranda,61.3358603,24.270101
Pälkäne,Kyläkaupan pizzapaikka,61.2586328,24.3525878
Raahe,Finlandia,64.683802,24.4767464
Raahe,Pizzeria Alto Mare,64.6853064,24.4785474
Raahe,Kebab-Grilli Madonna,64.6871319,24.5462619
Raahe,Raahen Kebab-Grilli,,
Rantasalmi,Pizzeria Anatolia,62.0658568,28.3055935
Ranua,1508865763,65.9275865,26.513287
Raseborg,7183411678,59.9737813,23.4347133
Raseborg,Kotipizza,59.9742668,23.4367745
Raseborg,AFG Restaurant,59.9743446,23.4375914
Raseborg,Kungs Pizza,59.9754565,23.4359494
Raseborg,Papino,59.9804709,23.4392172
Raseborg,Kotipizza,60.0702073,23.6616407
Raseborg,Pub Niska,,
Rauma,Sinitorin Kebab Pizzeria,61.125293,21.4955252
Rauma,Damla Kebab Pizza Hotwings,61.1345792,21.4926192
Rauma,Pizzeria Jamppa's,61.1440558,21.4831246
Rauma,Eti Kebab,61.1278867,21.5055814
Rauma,Pizzeria Riviera,61.1296238,21.5003208
Rauma,Deniss Kebab & Pizza,61.1323566,21.4962229
Rauma,NamNam Pizza-Kebab,61.1283533,21.5123328
Rauma,Kebab-Pizzeria Selin,61.1396983,21.5139298
Rauma,NamNam Kebab Pizzeria,61.1302159,21.5562372
Rauma,Lapin Kebab-Pizzeria,61.0996571,21.8369084
Rauma,Kourujärven kebab & pizza,,
Rautalampi,Rautapannu,62.6242066,26.8272472
Rautalampi,5903665944,62.6243263,26.8282032
Rautjärvi,Euro Pizza & Kebab,61.4322868,29.3525509
Reisjärvi,Di Mare Pizza Kebab,63.6046307,24.9371998
Riihimäki,Ravintola 1453,60.7375091,24.7721303
Riihimäki,Pizza Buffa,60.7328769,24.7785158
Riihimäki,Kotipizza,60.7300401,24.7796496
Riihimäki,Guru,60.7335215,24.7814996
Riihimäki,Kotipizza,60.7382657,24.7760445
Riihimäki,Ykkös Grilli,60.739451,24.774683
Riihimäki,Riihitähti,60.7418181,24.7768228
Riihimäki,Ravintola Enjoy,60.7378382,24.7748272
Riihimäki,Steak House,60.738966,24.7732907
Rovaniemi,Kotipizza,66.486721,25.6570569
Rovaniemi,Milan,66.4909779,25.6897711
Rovaniemi,Memo's,66.4869249,25.6992083
Rovaniemi,Kotipizza,66.5006845,25.7126348
Rovaniemi,Marmaris,66.5016932,25.7252531
Rovaniemi,Pizzeria Trocadero,66.5041293,25.7223502
Rovaniemi,Rosso,66.5020281,25.7308791
Rovaniemi,434075075,66.5020095,25.7320757
Rovaniemi,Kotipizza,66.5018323,25.7352105
Rovaniemi,Alakunnaksen grilli,66.4981709,25.7311165
Rovaniemi,Turkinpippuri,66.5016705,25.7306782
Rovaniemi,Rax Pizza Buffet,66.5022117,25.7321749
Rovaniemi,Pure Pizza,66.5027721,25.734611
Rovaniemi,Sweet Home,66.5074222,25.7554106
Rovaniemi,Paras Pizza,66.5191861,25.7554026
Ruokolahti,ELFAN,61.2920405,28.8122998
Ruovesi,Kebab Pizzeria Engiz,61.9837754,24.0691627
Saarijärvi,Kebab pizzeria,62.7045685,25.2608909
Salla,Kahvila Pizzeria Akkavaara,66.8325786,28.6705695
Salo,Halikon Kebab-pizzeria,60.3967884,23.0770844
Salo,Halikon Pizzamestarit,60.3965785,23.0817222
Salo,Körfez,60.3880145,23.1215728
Salo,Kotipizza,60.3865422,23.1297201
Salo,Kotipizza,60.3803146,23.6159097
Salo,Fes Kebab & Grill Salo,,
Sastamala,Pizza&Kebab Ege,61.3430435,22.9082384
Sastamala,Heti Kebab Pizzeria,61.3478671,22.8983992
Sastamala,Kebab pizzeria Karalia,61.3405636,22.9121831
Sastamala,Kotipizza,61.5009388,23.0907757
Savonlinna,Kotipizza Savonlinna,61.8684158,28.8865159
Savonlinna,Sahmaran,61.8680146,28.8870513
Savonlinna,Kauppatori Grilli Pizzeria,61.8684727,28.8865534
Savonlinna,Uskudar Kebab,61.8704043,28.877724
Savonlinna,Savon Solmu,61.8700753,28.9218291
Savonlinna,Alanya,61.8843293,28.802902
Savonlinna,Ravintola Ruukinranta,62.1149515,28.6058613
Savonlinna,83645770,,
Seinäjoki,Birtat Kebab Pizzeria,62.9394714,22.5137139
Seinäjoki,Kuu Kebab Pizzeria,62.5627904,23.0611443
Seinäjoki,Kotipizza,62.5685625,23.0554739
Seinäjoki,Pizzakulma,62.7465209,22.8577245
Seinäjoki,Kotipizza,62.7645895,22.8389169
Seinäjoki,Pizza-Center,62.7935417,22.7933221
Seinäjoki,Kotipizza,62.7935505,22.7940672
Seinäjoki,Huhta Kebab ja Pizzeria,62.7777901,22.8293721
Seinäjoki,SQB Buffet restaurant,62.7837223,22.8519079
Seinäjoki,Kotipizza & Rolls,62.7918392,22.8347015
Seinäjoki,Kebab El Cebo,62.7891217,22.8384967
Seinäjoki,Turkinpippuri,62.7902685,22.8436824
Seinäjoki,Helmi Bar & Pizza,62.7898592,22.8427835
Seinäjoki,07 Kebab House,62.7912411,22.8441608
Seinäjoki,Valentina pizzeria,62.793359,22.8362927
Seinäjoki,Kototie Pizzeria,62.776488,22.8689387
Seinäjoki,Pizzabuffa,62.8056265,22.8765085
Seinäjoki,Kotipizza,62.8066332,22.8821307
Seinäjoki,Nurmon Chili,62.8275764,22.9073579
Seinäjoki,Katajalaakson Kebab Pizzeria,,
Siikajoki,Pizzeria Alto Mare,64.6853064,24.4785474
Siikajoki,Raahen Kebab-Grilli,,
Siilinjärvi,Billyn Tähtipizza,62.9806922,27.7124869
Sipoo,Nikinmäen Tähti,60.3413062,25.1272794
Sipoo,Kotipizza,60.285422,25.3305002
Sipoo,Armandos,60.2961441,25.3239601
Sipoo,Söderpippuri,60.2967289,25.3235639
Sipoo,Pizza Express,60.3759961,25.2587609
Sipoo,Amore Pizza Kebab,60.3780266,25.2695777
Sipoo,Kotipizza,60.377005,25.2708892
Sipoo,Nikinmäen Tähti,,
Sodankylä,Kotipizza,67.4088553,26.5739202
Sodankylä,Lapland Pizza-Kebab,67.4174292,26.5937461
Sodankylä,Sodänkylän Pizza & Kebab,67.4163299,26.5940195
Sodankylä,Pizza-Paikka a`la Riesto,67.4202918,26.5906649
Sotkamo,Classic Pizza,64.1485135,28.2349626
Sotkamo,Vuokatin Pizzakebab,64.1403274,28.2676791
Sotkamo,Kotipizza,64.1311717,28.3832461
Sotkamo,Sotkamon Pizza & kebab,64.1309122,28.3889452
Suomussalmi,Pizzeria-Roni,64.8872649,28.9143415
Suomussalmi,Jalonhalmi,,
Suonenjoki,Kebab Pizzeria Grilli,62.6255721,27.1168779
Suonenjoki,Kebab Pizzeria Kemer,62.6246161,27.123111
Suonenjoki,Kebab-Pizzeria-Grilli,,
Sysmä,Pizza Kebab Fantasia,61.5021501,25.687463
Taivalkoski,Pizzeria Finlandiano,65.5762964,28.2387487
Tammela,Hakkapeliitta,60.8079857,23.7587835
Tampere,937725504,61.441388,23.7477224
Tampere,Rosso Express,61.4597066,23.7882256
Tampere,Vuoreksen Ravintola Pizzeria,61.4345759,23.8076485
Tampere,8Baari,61.4468071,23.8323387
Tampere,Kebab-Pizza Heval,61.4415508,23.8517768
Tampere,Pizza Service,61.45169,23.8478537
Tampere,Malabadi,61.4507811,23.8476287
Tampere,Il Posto Trattoria,61.4521433,23.848476
Tampere,Kotipizza,61.4509299,23.8507091
Tampere,Pizza Place Annala,61.4628767,23.9068912
Tampere,Kahvila-Ravintola Picasso,61.4957232,23.6250595
Tampere,Tesoman Pizza-Kebab,61.5061229,23.627708
Tampere,Pizza Hut,61.5049102,23.627838
Tampere,Kotipizza,61.5049413,23.6272159
Tampere,Kebab Pizza City,61.5086922,23.6746207
Tampere,Rozerin Pizza & Kebab,61.5081423,23.6888685
Tampere,Jaskan Pizza Grilli,61.5211617,23.6397699
Tampere,Sumer Pizzeria ja Kebab,61.4700224,23.7414734
Tampere,Kotipizza Tampere Pispala,61.5060443,23.6991835
Tampere,Pizzeria-Kebab DRINA,61.4946237,23.7494753
Tampere,Ankkuri,61.5034999,23.7460393
Tampere,Spoon Brasserie,61.466556,23.8001081
Tampere,Pizza Kebab Selvi,61.4853617,23.7950134
Tampere,Go Go Pizza,61.4948415,23.756205
Tampere,Galata House,61.4961199,23.7556681
Tampere,Sitko Pizza&bar,61.4985828,23.7542641
Tampere,Power Pizzeria,61.5005216,23.7552555
Tampere,Punjab Kebab,61.4962687,23.7611415
Tampere,Kotipizza Tampere - Keskusta,61.4973601,23.7692313
Tampere,Pizzeria Napoli,61.4970147,23.7692877
Tampere,Golden Rax Pizza Buffet - Tampere,61.4981855,23.7697754
Tampere,Mansekebab,61.4968943,23.7673233
Tampere,Pizzeria Luca,61.4983143,23.7663726
Tampere,Bianco,61.4966012,23.7709939
Tampere,Classic Pizza,61.5109466,23.7733079
Tampere,Kebab-pizzeria Mardin,61.5011755,23.7779003
Tampere,La Toore Pizzeria,61.4990958,23.7785829
Tampere,Ravintola EViN,61.4968003,23.7993453
Tampere,Kalevan Pizzeria,61.501388,23.800452
Tampere,Kotipizza,61.5014736,23.7985423
Tampere,Kotipizza Tampere - Tammela,61.503203,23.7783769
Tampere,Nile Kebab,61.5024966,23.7788524
Tampere,Tammelan Pizzeria,61.502815,23.7873188
Tampere,Lähi-ABC Kaleva,61.5023139,23.8021768
Tampere,Ravintola Lennie,61.5275704,23.7037228
Tampere,Hallilan Pizzeria,61.4661918,23.8373576
Tampere,Kotipizza,61.47573,23.839776
Tampere,Lempi Pizza-Kebab,61.4998346,23.819227
Tampere,Roseanne,61.4891731,23.8540953
Tampere,Kotipizza Kaukajärvi,61.4735744,23.8739433
Tampere,Hebun,61.4700026,23.8701415
Tampere,Kumpulan PikaPizza,61.5146524,23.928327
Tampere,Pizza Kioski Tasanne,61.517013,23.9302007
Tampere,Hervannan vesitorni,,
Tampere,Merzan Pizza Grill,,
Tampere,Nokian Autogrilli Tesoma,,
Tampere,Raholan Pizza-Kebab Kioski,,
Tampere,Kebab Pizzeria Snupi,,
Tampere,Kotipizza,,
Tampere,Pizzeria Pelle,,
Tampere,Duck's Burger & Kebab,,
Tervola,Kotipizza,66.0851447,24.7713372
Tohmajärvi,Kebab Pizzeria Tähti,62.2239271,30.3305725
Tornio,Kippari,65.7923456,24.1974005
Tornio,Golden Flower,65.8462457,24.1475029
Tornio,Turkinpippuri,65.8465152,24.147398
Tornio,Tasty fast food,65.8465977,24.1479721
Tornio,Hevi's deli & café,65.8452452,24.1477758
Tornio,Golden Rax Pizzabuffet,65.842297,24.1439158
Tornio,Utopia,65.8440925,24.1447484
Tornio,Saigon,65.8467081,24.1455174
Tornio,Dimare,65.8477299,24.1463431
Tornio,Kotipizza,65.843847,24.1662405
Tornio,Holmantien grilli ja pizzeria,65.8244183,24.1739957
Tornio,Ararat,65.843031,24.1708729
Tornio,Piccolo pizza,65.8426114,24.1758527
Tornio,ABC,65.8433468,24.1959522
Tornio,Turkinpippuri,65.9153628,24.1360036
Tornio,Hullu Härkä,,
Turku,Kebab pizzeria quattro,60.3943349,22.2216345
Turku,Kotipizza,60.4495919,22.2028829
Turku,Syrian Food,60.4631762,22.2189742
Turku,Center Kebab Pizzeria,60.4798684,22.1586217
Turku,Kotipizza Raisio,60.4858355,22.1670742
Turku,Classic Pizza Restaurant,60.4898622,22.1984572
Turku,Kotipizza,60.472182,22.2165201
Turku,Länsi kebab & pizzeria,60.4736125,22.2243371
Turku,Kotipizza,60.4734714,22.2297188
Turku,Kotipizza,60.4915201,22.2096083
Turku,Lausteen ravintola,60.4331835,22.3483241
Turku,Ege Kebab Pizzeria 1,60.4431528,22.3562529
Turku,Rio Kebab Pizzeria,,
Turku,Airin Kebab Pizzeria,,
Tuusula,Pizzataxi,60.3744302,25.0180927
Tuusula,Kotipizza,60.4002241,25.0206452
Tuusula,Hyrylän Pizza,60.4000653,25.0204876
Tuusula,Pizza Service,60.402755,25.0267499
Tuusula,Pizzeria Quattro,60.5527085,24.9656208
Tuusula,Ravintola Cherif,60.5360032,25.1114344
Tyrnävä,Quattro Pizzeria,64.7628766,25.6490549
Ulvila,Junus Kebab,61.4292073,21.875893
Ulvila,Ulvilan Metro Kebab,61.4311319,21.8739924
Urjala,Adam Kebab Pizzeria,61.0800763,23.5484831
Uusikaupunki,Eka kebab,60.8002998,21.4092804
Uusikaupunki,Kotipizza,60.8001441,21.4092429
Vaala,Pizzeria Finlandiano,64.5597608,26.8417458
Vaasa,Pizzeria Bella Vista,63.1083868,21.5929387
Vaasa,Kotipizza,63.108733,21.594987
Vaasa,Kotipizza,63.0775375,21.6524355
Vaasa,Wasa Pizzeria,63.0799897,21.6605368
Vaasa,Kotipizza,63.0996821,21.6061667
Vaasa,Pizzabistro Marco Polo,63.0958661,21.611352
Vaasa,Pizzeria Babilon,63.0937744,21.6180842
Vaasa,Vin Kebab Pizzeria,63.0921208,21.6194894
Vaasa,Illyrian's,63.093281,21.6169604
Vaasa,Kotipizza,63.0911889,21.622211
Vaasa,Kotipizza Rewell Center,63.0954458,21.6138959
Vaasa,O Sole Mio,63.0972183,21.6178218
Vaasa,Rax Pizzabuffet,63.0948054,21.6172008
Vaasa,Pizzeria Olympia,63.0997752,21.6237569
Vaasa,Babi Food,63.1019876,21.6205792
Vaasa,Kotipizza Vaasa Prisma,63.1030396,21.6471708
Vaasa,Kotipizza,63.11481,21.6083345
Vaasa,Kotipizza,63.1148236,21.6082825
Vaasa,Naarau,63.1146139,21.6205085
Vaasa,Kotipizza Huutoniemi,63.0902583,21.6818546
Vaasa,6990860426,63.0734704,21.721806
Vaasa,Pizzeria ja Pub Teheran,63.0912681,21.7201605
Vaasa,Smart Pizza,63.09123,21.7206279
Vaasa,Körv-Gorans,,
Vaasa,Dallas Pizza Palazzo,,
Valkeakoski,Kotipizza,61.2672378,24.0315396
Valkeakoski,Deniss Kebab,61.2665979,24.0312201
Vantaa,Vagabonda,60.2563001,24.8049168
Vantaa,Sherifi,60.256546,24.8254539
Vantaa,Sali Sports & Grill,60.262062,24.8049432
Vantaa,Pizza Drive,60.2623039,24.8041433
Vantaa,Pizza Service,60.2621707,24.8047971
Vantaa,Kotipizza,60.2647758,24.8110097
Vantaa,Variston Pizzeria,60.2665382,24.8162455
Vantaa,Ipon Pizza,60.258446,24.8287423
Vantaa,Kotipizza,60.2699546,24.8471334
Vantaa,Kuningas Pizza,60.2633618,24.8541331
Vantaa,Ravintola Sapusca-Pizza,60.2608291,24.8555221
Vantaa,Kotipizza,60.2605652,24.8538177
Vantaa,Myyrmäen Grilli,60.2626202,24.8542722
Vantaa,Eerikin Pippuri,60.2602785,24.8537028
Vantaa,Deluxe Burger & Pizza,60.2604818,24.8537109
Vantaa,Shiraz Catering,60.267898,24.856234
Vantaa,Salama Pizza,60.2638477,24.8512541
Vantaa,Evin Pizzeria,60.2638841,24.8709896
Vantaa,Pizza Express,60.2702701,24.8537956
Vantaa,Pizzeria Della Casa,60.2779293,24.8527931
Vantaa,Kivimäen Kebab & Pizza,60.277323,24.8589645
Vantaa,Megas Pizza,60.283935,24.8718131
Vantaa,Ylästön Pizza ja Grilli,60.2843169,24.9150888
Vantaa,Ä,60.3144976,24.850983
Vantaa,Kotipizza,60.2726923,24.969124
Vantaa,Classic Pizza,60.2924141,24.9645285
Vantaa,Kotipizza,60.2881993,24.9962784
Vantaa,Al Forno (Previoisly Pizza Taxi),60.2890889,25.0329477
Vantaa,Kotipizza Tikkurila,60.2932122,25.0329003
Vantaa,Golden Pizzeria,60.3055096,25.0229197
Vantaa,Eka,60.2930626,25.038165
Vantaa,Rax Buffet,60.2922184,25.0436112
Vantaa,Pizzeria Xona,60.3048393,25.0419803
Vantaa,Pizza Hut,60.274826,25.0819258
Vantaa,Kotipizza - Shell Vaarala,60.2624321,25.0940806
Vantaa,Hakunilan Pizzeria,60.2726931,25.1033023
Vantaa,Miran Pizza ja Kebab,60.2782408,25.1044181
Vantaa,Kebab Pizza Service,60.2780592,25.1056613
Vantaa,Middle East,60.2780882,25.105653
Vantaa,Kotipizza,60.2785868,25.1039761
Vantaa,Kuninkaan Ravintola,60.2867846,25.0816754
Vantaa,Simonkylän Pizzeria,60.3103907,25.0307942
Vantaa,Pizza Time Leinelä,60.324052,25.0378072
Vantaa,647068145,60.3231165,25.0626122
Vantaa,Suzan Pizzeria,60.3230618,25.0639395
Vantaa,Pizzeria Toli,60.3307519,25.0708348
Vantaa,Koti Pizza,60.348834,25.0741045
Vantaa,Mardin,60.3508021,25.0792911
Vantaa,Korson Pizza Keskus,60.3490278,25.0741515
Vantaa,Korson Ykkös Pizzeria,60.3501352,25.0763854
Vantaa,Pizza Pate,60.3503427,25.074446
Vantaa,Mikkis,60.3414384,25.096133
Vantaa,Nikinmäen Tähti,60.3413062,25.1272794
Vantaa,Saslik Kebab,,
Vantaa,El Paso,,
Vantaa,Kioskikahvila Ursula,,
Vantaa,Nikinmäen Tähti,,
Varkaus,Zima,62.2979387,27.9385366
Varkaus,Napoli,62.3141391,27.8385331
Varkaus,Iskender Pizza & Kebab,62.316775,27.8699759
Vesilahti,Pizzeria Makasiini,61.3090532,23.6189099
Vieremä,Ravintola HulluMylly,63.7422154,27.0012148
Vieremä,Pizzeria Mira Vieremä,63.742181,27.002996
Vihti,Klassikko,60.3349132,24.3200509
Vihti,Oliivi Kebab Pizzeria,60.333248,24.3195066
Vihti,Gobustan,60.335101,24.3188007
Vihti,Ramon,60.3326642,24.3264937
Vihti,Formula Pizza,60.3336143,24.3256094
Vihti,Ismet - Kebab & Pizzaland,60.3367159,24.3212685
Vihti,Ismet,60.4184253,24.3173718
Vihti,Candan pizzeria,60.4166935,24.3246686
Vihti,Kotipizza,60.3321562,24.3302388
Vihti,Grande famiglia,60.347766,24.3344808
Vihti,Ojakkalan pizzeria,60.3691346,24.3923181
Viitasaari,Firat,63.0738565,25.859132
Viitasaari,Saaren pizzeria,63.0748688,25.8584536
Virolahti,Pizza Kebab,60.5838377,27.7073367
Virolahti,Kebab Pizza,60.5838065,27.7073008
Virrat,RasinTupa,62.1415344,23.665737
Virrat,Dilana,62.2390076,23.7720635
Vörå,Apachino,63.1299024,22.2514829
Vörå,Apachino,63.3108984,22.390082
Ylitornio,Turkin Chili,66.3245263,23.676028
Ylivieska,Buffa,64.0605835,24.5583966
Ylöjärvi,Kotipizza,61.5582036,23.5702279
Ylöjärvi,Center,61.5479252,23.5978665
Ylöjärvi,Kebab Pizza Service,61.5557139,23.5950709
Ähtäri,Oppo Kebab & Pizza,62.548931,24.0738987
Ähtäri,Sherifi Kebab Pizzeria,62.5486123,24.075974
Äänekoski,Gulav Midia,62.6042509,25.7217965
Äänekoski,Kotipizza,62.60396,25.7195068
Äänekoski,Pizzeria Elit,62.5664423,25.8523585
Äänekoski,Ravintola Killinki,62.7801488,25.8053495
Äänekoski,Neste Lintulahti,62.819634,25.8015562
